px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.67807	-13.052	-2.72031	-0.504789	-1.30332	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.294253
6.52385	-13.0019	-2.76051	-0.551443	-1.27676	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.67594
6.41706	-12.9956	-2.63247	-0.528723	-1.13153	6.27012	-13.1139	6.25	-13.05	-1.81729	0	24.9865
6.26092	-12.9514	-2.66221	-0.561201	-1.09624	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.32085
6.13329	-12.8584	-2.68989	-0.635941	-1.12026	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.05218
5.98333	-12.7907	-2.71799	-0.672114	-1.09025	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.979593
5.87668	-12.7247	-2.69504	-0.704665	-1.05892	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.19658
5.72404	-12.6709	-2.73278	-0.716427	-1.01195	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.12408
5.62008	-12.6199	-2.67464	-0.723258	-0.946686	5.45236	-12.7392	5.45	-12.7	-2.00001	1	5.77136
5.47997	-12.5614	-2.69932	-0.734406	-0.906987	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.32733
5.37736	-12.4701	-2.70641	-0.778546	-0.90713	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.161595
5.24771	-12.3943	-2.72736	-0.796249	-0.876706	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.826305
5.1426	-12.3031	-2.71302	-0.830288	-0.860035	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.942835
5.01828	-12.2078	-2.72584	-0.855761	-0.836641	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.414931
4.92742	-12.068	-2.80244	-0.931863	-0.891332	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	8.32335
4.8238	-11.9615	-2.8161	-0.961056	-0.874272	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.312681
4.74649	-11.858	-2.78191	-0.992283	-0.854272	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.09291
4.6643	-11.7445	-2.78548	-1.02813	-0.846852	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0399333
4.58714	-11.6081	-2.83233	-1.07914	-0.861597	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.80586
4.53548	-11.475	-2.82942	-1.13265	-0.872681	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0777775
4.46991	-11.3311	-2.86892	-1.17939	-0.877125	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.78453
4.43271	-11.1861	-2.87022	-1.23694	-0.891422	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.158436
4.42348	-11.0551	-2.77984	-1.30558	-0.916066	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.7156
4.39785	-10.9109	-2.77104	-1.36157	-0.922917	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.174764
4.37181	-10.7715	-2.77797	-1.40799	-0.922341	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.0917363
4.3781	-10.6327	-2.76988	-1.47214	-0.942368	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.385902
4.43002	-10.5046	-2.69654	-1.57557	-1.01954	4.44716	-10.5583	4.45	-10.55	0	2.00041	8.75927
4.43525	-10.3797	-2.68679	-1.62514	-1.01922	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.209711
4.45453	-10.2456	-2.68172	-1.68502	-1.03121	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.115982
4.49234	-10.113	-2.67961	-1.75052	-1.04609	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.237993
4.49425	-9.96756	-2.69493	-1.77526	-0.999673	4.56608	-10.005	4.55	-10	0	2.72717	1.41221
4.53529	-9.82524	-2.69353	-1.83523	-1.00503	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0452899
4.59338	-9.68451	-2.69015	-1.90715	-1.02759	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.242081
4.66922	-9.54314	-2.69791	-1.98026	-1.04358	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.328786
4.66882	-9.40565	-2.71348	-1.96282	-0.942767	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.67282
4.75039	-9.27451	-2.729	-2.02782	-0.958531	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.567852
4.87361	-9.16812	-2.72564	-2.14517	-1.05659	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.13387
4.96552	-9.05184	-2.73606	-2.20718	-1.06422	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.207968
4.97524	-8.92323	-2.72357	-2.16285	-0.918257	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.22165
5.07075	-8.80036	-2.74422	-2.2165	-0.922715	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.525286
5.19407	-8.69558	-2.74758	-2.3016	-0.971178	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.27017
5.31002	-8.58323	-2.7578	-2.36117	-0.975628	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.171494
5.34198	-8.45285	-2.73828	-2.31543	-0.830991	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.03737
5.45463	-8.33886	-2.76497	-2.3611	-0.831016	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.776979
5.55965	-8.23813	-2.77431	-2.40621	-0.837033	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.465918
5.67817	-8.13264	-2.79782	-2.44921	-0.834844	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.587715
5.73827	-8.01108	-2.77746	-2.4158	-0.715477	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	6.75217
5.84475	-7.91472	-2.78364	-2.44957	-0.712807	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0597927
5.93129	-7.80761	-2.77705	-2.44952	-0.656228	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	1.63185
6.04001	-7.70901	-2.78704	-2.47754	-0.650556	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.201499
6.14365	-7.59984	-2.77938	-2.48192	-0.599578	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.29529
6.26165	-7.4992	-2.78306	-2.50923	-0.593919	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.141078
6.38384	-7.41853	-2.79535	-2.55434	-0.623778	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.51831
6.51008	-7.32661	-2.81534	-2.58107	-0.617504	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.428777
6.64598	-7.24795	-2.81897	-2.61912	-0.624192	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0364423
6.77603	-7.17027	-2.81611	-2.65035	-0.621613	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.0558441
6.85568	-7.06503	-2.77999	-2.60805	-0.501388	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	7.59677
6.97298	-6.98968	-2.78116	-2.62908	-0.497465	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.0644289
7.10796	-6.91589	-2.78142	-2.65433	-0.492663	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.0859769
7.24564	-6.82344	-2.79756	-2.67003	-0.48032	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.520352
7.34329	-6.71135	-2.76196	-2.61999	-0.351836	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	9.01696
7.4744	-6.6198	-2.77149	-2.62983	-0.341931	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.287081
7.59583	-6.53382	-2.76237	-2.62861	-0.309593	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.549542
7.71731	-6.46194	-2.75046	-2.64361	-0.308459	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.2123
7.86605	-6.41121	-2.76218	-2.69159	-0.359252	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.31058
7.99385	-6.34676	-2.75304	-2.70918	-0.357751	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.142985
8.07617	-6.24528	-2.7142	-2.65635	-0.243972	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	7.42065
8.18595	-6.17554	-2.70825	-2.66211	-0.238155	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.256605
8.31094	-6.09665	-2.70287	-2.65923	-0.212434	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.351592
8.44487	-6.01653	-2.71169	-2.66459	-0.205862	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.117539
8.55171	-5.93804	-2.7002	-2.64844	-0.163027	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.990769
8.6668	-5.86651	-2.7012	-2.65104	-0.157632	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.0904129
8.79677	-5.8126	-2.71087	-2.67458	-0.182515	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.428568
8.9224	-5.72978	-2.72796	-2.67185	-0.170392	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.423079
9.02573	-5.63965	-2.71007	-2.63229	-0.0899274	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.36049
9.1465	-5.54845	-2.72681	-2.62262	-0.0756182	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.519928
9.24878	-5.43629	-2.70734	-2.5714	0.0109837	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	4.07862
9.37113	-5.33048	-2.71953	-2.55536	0.026297	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.527166
9.47131	-5.21576	-2.70587	-2.50742	0.0983753	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	2.64604
9.5838	-5.11044	-2.71017	-2.49047	0.10963	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.314986
9.69749	-5.03777	-2.71344	-2.50148	0.0822187	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.46749
9.79809	-4.95376	-2.70779	-2.4936	0.0858503	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.126473
9.89196	-4.83901	-2.69166	-2.44466	0.157517	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	2.78071
9.99603	-4.74777	-2.68107	-2.43559	0.15804	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.147736
10.0805	-4.62386	-2.66676	-2.37775	0.237121	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.19269
10.1785	-4.50717	-2.67108	-2.35456	0.246801	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.248108
10.2713	-4.39296	-2.66811	-2.32712	0.266903	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.303027
10.3676	-4.28006	-2.66951	-2.30838	0.270749	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.0416319
10.4548	-4.17527	-2.67108	-2.28611	0.285681	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.247033
10.5432	-4.05049	-2.69084	-2.26097	0.295286	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.463268
10.6552	-3.96293	-2.70328	-2.28549	0.231789	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	2.13675
10.742	-3.83764	-2.72103	-2.2628	0.241616	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.446512
10.7738	-3.68757	-2.70579	-2.16147	0.384717	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	10.2254
10.8489	-3.54673	-2.73016	-2.13005	0.395304	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.701108
10.9556	-3.45407	-2.73772	-2.16761	0.301044	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.45733
11.0337	-3.3231	-2.75462	-2.14619	0.306307	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.298742
11.0666	-3.17719	-2.74858	-2.06765	0.406991	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.03535
11.1339	-3.03427	-2.77023	-2.04007	0.412808	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.474844
11.134	-2.85303	-2.76806	-1.91405	0.579454	11.1386	-2.78926	11.15	-2.8	0	2.73104	13.1963
11.1759	-2.69767	-2.77512	-1.87474	0.586126	11.141	-2.65084	11.15	-2.65	0	2.73102	0.186382
11.1829	-2.53173	-2.77824	-1.79148	0.667653	11.1042	-2.54354	11.15	-2.55	0	1.81785	2.97143
11.2042	-2.39621	-2.75932	-1.75418	0.669659	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.369116
11.301	-2.2984	-2.73916	-1.83238	0.485484	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	16.4801
11.3378	-2.14504	-2.76205	-1.80448	0.486881	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.494613
11.349	-1.98761	-2.76469	-1.74904	0.532433	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.997458
11.3702	-1.84291	-2.75783	-1.71891	0.53377	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0501139
11.3849	-1.69135	-2.75857	-1.68132	0.547949	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.117016
11.3923	-1.53879	-2.75819	-1.64696	0.551931	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0696845
11.33	-1.3724	-2.76653	-1.526	0.699752	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	9.90022
11.3076	-1.22444	-2.75924	-1.48069	0.706692	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.239516
11.206	-1.0585	-2.78466	-1.33548	0.879768	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	13.6898
11.1482	-0.913796	-2.77868	-1.27635	0.890438	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.478217
11.0769	-0.778812	-2.79031	-1.20005	0.9401	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.3601
11.0105	-0.648911	-2.79138	-1.1454	0.947098	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.242293
10.8907	-0.518149	-2.82946	-1.0261	1.06238	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	7.30713
10.804	-0.393565	-2.83686	-0.967517	1.06644	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.220744
10.7099	-0.269522	-2.83617	-0.906674	1.06964	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.0203345
10.5983	-0.171866	-2.8148	-0.835924	1.08453	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.637192
10.4534	-0.0780316	-2.86479	-0.718154	1.18893	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	7.88726
10.3272	-0.000369868	-2.85689	-0.645643	1.20302	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.45741
10.2276	0.0756495	-2.81824	-0.606504	1.16618	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.26907
10.0926	0.11112	-2.78668	-0.522073	1.19789	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	1.69423
9.95486	0.173323	-2.78899	-0.44603	1.21522	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.806334
9.79952	0.193418	-2.76352	-0.350888	1.24894	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.3875
9.64634	0.22661	-2.79568	-0.264706	1.28275	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.10819
9.50009	0.233327	-2.78503	-0.180935	1.30509	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.504904
9.37066	0.235876	-2.69894	-0.115098	1.28891	9.22819	0.16178	9.35	0.15	-1.81963	0	8.04776
9.22327	0.222775	-2.68497	-0.0274064	1.30949	9.24456	0.139817	9.25	0.15	-1.81962	0	0.417897
9.08086	0.227985	-2.71375	0.0375459	1.30973	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.857408
8.94878	0.226684	-2.71418	0.0962951	1.3024	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.0454656
8.81003	0.221229	-2.73525	0.152734	1.29208	8.84168	0.257617	8.8	0.25	-2.99995	0	0.530621
8.67423	0.20795	-2.73951	0.208468	1.2816	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0979759
8.53316	0.190013	-2.75985	0.260414	1.26557	8.43549	0.247188	8.5	0.25	-2.99323	0	0.534823
8.39453	0.174676	-2.76746	0.304901	1.24337	8.34184	0.250769	8.35	0.25	-2.9932	0	0.478776
8.25212	0.136756	-2.76675	0.363062	1.23234	8.27073	0.243988	8.2	0.25	-2.73233	0	0.212998
8.10299	0.124002	-2.76995	0.394139	1.19151	8.03847	0.260731	8.05	0.25	-2.73234	0	1.32176
7.96537	0.101701	-2.79093	0.419335	1.14755	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.49552
7.82603	0.0682485	-2.79779	0.454455	1.12212	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.828287
7.67022	0.0571856	-2.83905	0.451389	1.04219	7.46173	0.143776	7.6	0.15	-2.99599	0	5.03117
7.5314	0.0297947	-2.83688	0.473161	1.00926	7.45455	0.149294	7.45	0.15	-2.99596	0	1.14241
7.41857	-0.0637455	-2.79609	0.561119	1.06102	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	4.45944
7.2851	-0.101232	-2.77761	0.583555	1.02415	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.43777
7.14	-0.136717	-2.78794	0.582001	0.944995	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	3.92727
7.0017	-0.20249	-2.78698	0.615737	0.925458	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.539753
6.94165	-0.3611	-2.73318	0.764986	1.07283	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	14.2482
6.83621	-0.441421	-2.71535	0.806507	1.05621	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.554122
6.67554	-0.44132	-2.72915	0.721633	0.85287	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	17.6127
6.57138	-0.533824	-2.7326	0.763114	0.85127	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0292895
6.50997	-0.69643	-2.72122	0.891316	0.972865	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	7.24657
6.42503	-0.822324	-2.72284	0.951061	0.979192	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0938492
6.38488	-0.980834	-2.72946	1.06792	1.08136	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	4.06685
6.328	-1.11253	-2.73507	1.12959	1.0883	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.173841
6.26232	-1.25358	-2.74221	1.18782	1.08517	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.212261
6.21378	-1.40421	-2.74921	1.25299	1.08956	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.143873
6.25559	-1.62581	-2.79772	1.45392	1.30894	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.3971
6.25923	-1.77519	-2.78545	1.53345	1.31832	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.414652
6.26274	-1.9114	-2.78012	1.60096	1.32058	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.104722
6.28562	-2.04842	-2.77247	1.67507	1.32968	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.284937
6.29528	-2.1861	-2.74603	1.72274	1.2863	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.6566
6.32619	-2.33485	-2.74607	1.79529	1.28806	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0127633
6.38077	-2.49018	-2.76476	1.8853	1.31633	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.729281
6.43609	-2.63484	-2.76674	1.95968	1.31776	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0268829
6.44415	-2.74834	-2.67401	1.95778	1.19618	6.46538	-2.81029	6.45	-2.8	0	-2.72732	14.1119
6.49383	-2.89171	-2.68435	2.01531	1.18556	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.198363
6.55366	-3.03472	-2.70567	2.07748	1.18576	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.860138
6.60718	-3.19155	-2.7347	2.12024	1.15673	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.40425
6.66625	-3.32727	-2.72123	2.15657	1.11563	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.95332
6.72406	-3.48865	-2.7554	2.18642	1.07639	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.08405
6.78277	-3.61976	-2.72628	2.21014	1.02429	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	3.19581
6.83841	-3.78219	-2.75717	2.22593	0.976281	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.29097
6.89003	-3.90712	-2.70671	2.23567	0.913448	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	5.21987
6.9422	-4.07234	-2.73584	2.23836	0.858863	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.5624
6.97983	-4.18161	-2.66333	2.23239	0.786725	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	8.53951
7.03132	-4.32305	-2.68199	2.23527	0.745635	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.40354
7.12175	-4.44677	-2.73025	2.27616	0.758638	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	2.89608
7.18573	-4.5944	-2.75625	2.27711	0.716347	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	1.78876
7.24363	-4.70057	-2.70802	2.2825	0.673479	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	3.82137
7.31	-4.83428	-2.72269	2.28645	0.640358	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.902072
7.3847	-4.95339	-2.6934	2.29733	0.607949	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	1.94445
7.44362	-5.10981	-2.70777	2.28347	0.556299	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	1.83141
7.54852	-5.232	-2.77876	2.32103	0.578864	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.23917
7.61082	-5.38388	-2.79964	2.30449	0.528913	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	1.92652
7.67203	-5.49052	-2.74585	2.30138	0.488296	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.89929
7.73119	-5.62922	-2.75438	2.28765	0.447083	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	1.11929
7.83028	-5.75484	-2.77989	2.30865	0.447266	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.43805
7.90224	-5.9127	-2.7953	2.29159	0.402209	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	1.36827
7.96366	-6.02564	-2.71838	2.28085	0.355956	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	8.54919
8.02935	-6.173	-2.72452	2.26432	0.317489	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.861869
8.12251	-6.29315	-2.7269	2.27683	0.312133	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.0909535
8.20349	-6.42261	-2.72853	2.27624	0.293346	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.204851
8.31322	-6.54546	-2.76221	2.29761	0.302757	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.24423
8.38992	-6.68398	-2.76674	2.28724	0.274288	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.454424
8.47553	-6.8031	-2.74486	2.28834	0.256217	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.14161
8.53677	-6.95452	-2.74968	2.26166	0.213283	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.00672
8.61995	-7.07893	-2.74008	2.25982	0.197216	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.515008
8.66671	-7.2467	-2.74944	2.21707	0.140922	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	1.70925
8.74828	-7.36398	-2.75881	2.22027	0.137903	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.216093
8.80882	-7.4974	-2.76359	2.20236	0.111883	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.386561
8.88595	-7.62327	-2.75337	2.19805	0.0993197	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.314749
8.93813	-7.77952	-2.75876	2.16602	0.0600302	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.845233
9.00795	-7.9085	-2.74404	2.15619	0.0434291	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.452291
9.04835	-8.0741	-2.75236	2.11482	-0.00224766	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.12798
9.11579	-8.20538	-2.74226	2.10539	-0.014243	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.203608
9.18165	-8.34096	-2.74182	2.09551	-0.023731	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.0587669
9.26236	-8.46156	-2.76945	2.1074	-0.00277311	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.53891
9.30338	-8.60343	-2.77407	2.07943	-0.0316049	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.49034
9.3685	-8.72606	-2.77903	2.0775	-0.0301685	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.248695
9.41082	-8.87436	-2.79062	2.04946	-0.0574967	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.507445
9.44543	-9.01212	-2.74019	2.00982	-0.110697	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.22046
9.49114	-9.15607	-2.73891	1.98962	-0.125396	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.173492
9.54492	-9.2935	-2.73412	1.97771	-0.131502	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.119069
9.58645	-9.44086	-2.73534	1.956	-0.146397	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.147292
9.64731	-9.5836	-2.74391	1.9514	-0.141091	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.160813
9.69248	-9.73258	-2.74867	1.93396	-0.150855	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.064769
9.76438	-9.86919	-2.78142	1.94694	-0.120418	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.73324
9.79483	-10.013	-2.788	1.9231	-0.138426	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.215939
9.80779	-10.1548	-2.74256	1.87529	-0.197169	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.20592
9.82106	-10.3188	-2.75214	1.83787	-0.224029	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.472261
9.86455	-10.4644	-2.75981	1.83261	-0.212366	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.284606
9.89002	-10.6203	-2.76572	1.80983	-0.223425	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.089657
9.89117	-10.7676	-2.73429	1.76065	-0.277629	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.61526
